,,,,,,,,,
State,District,Area,Pincode,,,,,,
MAHARASHTRA,AHMED NAGAR,MIRC ,414110,,,,,,
MAHARASHTRA,AHMED NAGAR,Nagardeola ,414001,,,,,,
MAHARASHTRA,AHMED NAGAR,Narayan Doho ,414201,,,,,,
MAHARASHTRA,AHMED NAGAR,Nepti ,414005,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimblak ,414111,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimbodi ,414001,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimgaon Wagha ,414005,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimpalgaon Kauda ,414005,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimpalgaon Malvi ,414601,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimpalgaon Ujjani ,414601,,,,,,
MAHARASHTRA,AHMED NAGAR,Rui Chattisi ,414001,,,,,,
MAHARASHTRA,AHMED NAGAR,Sandve ,414201,,,,,,
MAHARASHTRA,AHMED NAGAR,Sarjepura ,414001,,,,,,
MAHARASHTRA,AHMED NAGAR,Sarolabadhi ,414201,,,,,,
MAHARASHTRA,AHMED NAGAR,Savedi Road ,414003,,,,,,
MAHARASHTRA,AHMED NAGAR,Shendi ,414601,,,,,,
MAHARASHTRA,AHMED NAGAR,Shingave Naik ,414111,,,,,,
MAHARASHTRA,AHMED NAGAR,Takali Kazi ,414201,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadgaon Gupta ,414111,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadgaon Tandali ,414006,,,,,,
MAHARASHTRA,AHMED NAGAR,Vahannagar ,414006,,,,,,
MAHARASHTRA,AHMED NAGAR,Vilad ,414111,,,,,,
MAHARASHTRA,AHMED NAGAR,Walki ,414006,,,,,,
MAHARASHTRA,AHMED NAGAR,Watephal ,414001,,,,,,
MAHARASHTRA,AHMED NAGAR,Akole ,422601,,,,,,
MAHARASHTRA,AHMED NAGAR,Kotul ,422610,,,,,,
MAHARASHTRA,AHMED NAGAR,Rajur ,422604,,,,,,
MAHARASHTRA,AHMED NAGAR,Arangaon ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Bavi ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Chondi ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhondpargaon ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Dighol ,413204,,,,,,
MAHARASHTRA,AHMED NAGAR,Fakrabad ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghodegaon ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Halgaon ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Jamkhed ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Jategaon ,413204,,,,,,
MAHARASHTRA,AHMED NAGAR,Javala ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Kaudgaon ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Kharda ,413204,,,,,,
MAHARASHTRA,AHMED NAGAR,Kusadgaon ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Moha ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Naigaon ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Nanaj ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimbodi ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Patoda ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimparkhed ,413205,,,,,,
MAHARASHTRA,AHMED NAGAR,Rajuri ,413204,,,,,,
MAHARASHTRA,AHMED NAGAR,Sakat ,413201,,,,,,
MAHARASHTRA,AHMED NAGAR,Sonegaon ,413204,,,,,,
MAHARASHTRA,AHMED NAGAR,Telanghashi ,413204,,,,,,
MAHARASHTRA,AHMED NAGAR,Alsunde ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Ambi Jalgaon ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Babhulgaon Khalsa ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Bahirobawadi ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Baradgaon Sudrik ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Benwadi ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhambora ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Bitkewadi ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Chande BK ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Chapadgaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Chilwadi ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Chincholi Kaldat ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Dighi ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Diksal ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Durgaon ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghogargaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Guravpimpri ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Jalalpur ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Jssk ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Karjat ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Kaundane ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Khandvi ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Khednagar ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Kokangaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Kombli ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Koregoan ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Kuldharan ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Loni Masadpur ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Mahijalgaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Malangi ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Mirajgaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimgaon Daku ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimgaon Gangarda ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Pategaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Patewadi ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Rashin ,414403,,,,,,
MAHARASHTRA,AHMED NAGAR,Rehekuri ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Shinde ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Takali Khandeshwari ,414402,,,,,,
MAHARASHTRA,AHMED NAGAR,Thergaon ,414401,,,,,,
MAHARASHTRA,AHMED NAGAR,Chas-nali ,423604,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhamori ,423607,,,,,,
MAHARASHTRA,AHMED NAGAR,Kolpewadi ,423602,,,,,,
MAHARASHTRA,AHMED NAGAR,Kopergaon ,423601,,,,,,
MAHARASHTRA,AHMED NAGAR,Pohegaon ,423605,,,,,,
MAHARASHTRA,AHMED NAGAR,Sakarwadi ,413708,,,,,,
MAHARASHTRA,AHMED NAGAR,Shinganapur ,423603,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhanashivara ,414609,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhende SK ,414605,,,,,,
MAHARASHTRA,AHMED NAGAR,Kukana ,414604,,,,,,
MAHARASHTRA,AHMED NAGAR,Nevasa ,414603,,,,,,
MAHARASHTRA,AHMED NAGAR,Brahmni ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Chanda ,414606,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghodegaon ,414607,,,,,,
MAHARASHTRA,AHMED NAGAR,Kangoni ,414607,,,,,,
MAHARASHTRA,AHMED NAGAR,Karajgaon ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Kauthe ,414606,,,,,,
MAHARASHTRA,AHMED NAGAR,Kendal BK ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Kharwandi ,414602,,,,,,
MAHARASHTRA,AHMED NAGAR,Khedle Permananda ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Lohgaon ,414607,,,,,,
MAHARASHTRA,AHMED NAGAR,Mali Chinchore ,414602,,,,,,
MAHARASHTRA,AHMED NAGAR,Ranjangaondevi ,414602,,,,,,
MAHARASHTRA,AHMED NAGAR,Rastapur ,414606,,,,,,
MAHARASHTRA,AHMED NAGAR,Shani Shinganapur ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Singave Tukai ,414607,,,,,,
MAHARASHTRA,AHMED NAGAR,Sonai ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Tamaswadi ,414602,,,,,,
MAHARASHTRA,AHMED NAGAR,Umbra ,414105,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadalamission ,414602,,,,,,
MAHARASHTRA,AHMED NAGAR,Alkuti ,414305,,,,,,
MAHARASHTRA,AHMED NAGAR,Apdhup ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Babulwade ,414307,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhandgaon ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhawlani ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Chincholi ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Chombhut ,414305,,,,,,
MAHARASHTRA,AHMED NAGAR,Daithane Gunjal ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Darodi ,414305,,,,,,
MAHARASHTRA,AHMED NAGAR,Devi Bhoyare ,414307,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhawalpuri ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhotre BK ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Ganjibhoyare ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Gargundi ,414303,,,,,,
MAHARASHTRA,AHMED NAGAR,Goregaon ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Gunore ,414306,,,,,,
MAHARASHTRA,AHMED NAGAR,Hanga ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Hingangaon ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Hiware Korda ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Jamgaon ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Jategaon ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Jawala ,414306,,,,,,
MAHARASHTRA,AHMED NAGAR,Kalas ,414305,,,,,,
MAHARASHTRA,AHMED NAGAR,Kanhur ,414303,,,,,,
MAHARASHTRA,AHMED NAGAR,Karandi ,414303,,,,,,
MAHARASHTRA,AHMED NAGAR,Karjule Hariya ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Khadakwadi ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Kinhi ,414303,,,,,,
MAHARASHTRA,AHMED NAGAR,Loni Haveli ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Loni Mavala ,414307,,,,,,
MAHARASHTRA,AHMED NAGAR,Malkup ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Mhasane ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Nandur Pathar ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Narayan Gavan ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Nighoj ,414306,,,,,,
MAHARASHTRA,AHMED NAGAR,Padali Ale ,414305,,,,,,
MAHARASHTRA,AHMED NAGAR,Padali Darya ,414307,,,,,,
MAHARASHTRA,AHMED NAGAR,Palashi ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Palaspur ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Palve BK ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Panoli ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Parner ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Parner SSK ,414307,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimpalgaon Rotha ,414303,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimpalner ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimprijalsen ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Pokhari Kanher ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Punewadi ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Ralegan Siddhi ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Ralegan Therpal ,414306,,,,,,
MAHARASHTRA,AHMED NAGAR,Savargaon ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Supa ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Takali Dhokeshwar ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Takali Khatgaon ,414103,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadegavan ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadner BK ,414306,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadner Haveli ,414302,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadzire ,414307,,,,,,
MAHARASHTRA,AHMED NAGAR,Vaghunde KH ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Valvane ,414301,,,,,,
MAHARASHTRA,AHMED NAGAR,Vankute ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Vasunde ,414304,,,,,,
MAHARASHTRA,AHMED NAGAR,Chichondi Shiral ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Akhegaon Titarfa ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Akola ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Alhanwadi ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Amarapur ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Avane BK ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhalgaon ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhutetakali ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Chichpur Pangul ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Chinchpur Ijde ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Devrai ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhorjalgaon ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghatshiras ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Jatdeola ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Jawkhede Khalsa ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Karanji ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Kasar Pimpalgaon ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Kasba Pathardi ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Khandgaon Lohsar ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Kharwandi Kasar ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Khospuri ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Kolhar ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Koradgaon ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Mahalaxmi Hiware ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Majle Chincholi ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Maka ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Mandve ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Manikdaundi ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Midsangavi ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Miri ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Mohoj BK ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Mohojdeoda ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Mohote ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Munguswade ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Nandur Nimba Daitya ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimbe Nandur ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Nipani Jalgaon ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Nivdunga ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Padali ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Pagori Pimpalgaon ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Pathardi ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Pimpalgaontappa ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Sakegaon ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Shingave Keshav ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Shiral ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Shirapur ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Sultanpur KHD ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Susare ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Takali Manur ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Tisgaon ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Tondoli ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Vagholi ,414501,,,,,,
MAHARASHTRA,AHMED NAGAR,Vaiju Babhulgaon ,414106,,,,,,
MAHARASHTRA,AHMED NAGAR,Vridheshwar SSK ,414505,,,,,,
MAHARASHTRA,AHMED NAGAR,Wadgaon ,414102,,,,,,
MAHARASHTRA,AHMED NAGAR,Yeli ,414113,,,,,,
MAHARASHTRA,AHMED NAGAR,Babhleshwar ,413737,,,,,,
MAHARASHTRA,AHMED NAGAR,Changdeonagar ,413723,,,,,,
MAHARASHTRA,AHMED NAGAR,Kolhar ,413710,,,,,,
MAHARASHTRA,AHMED NAGAR,Loni Bk ,413736,,,,,,
MAHARASHTRA,AHMED NAGAR,Loni Kurd ,413713,,,,,,
MAHARASHTRA,AHMED NAGAR,Pravaranagar ,413712,,,,,,
MAHARASHTRA,AHMED NAGAR,Pun Tamba ,413707,,,,,,
MAHARASHTRA,AHMED NAGAR,Rahata ,423107,,,,,,
MAHARASHTRA,AHMED NAGAR,Ranjangaon Khurd ,413719,,,,,,
MAHARASHTRA,AHMED NAGAR,Shirdi ,423109,,,,,,
MAHARASHTRA,AHMED NAGAR,Deolali -pravara ,413716,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhamori ,413704,,,,,,
MAHARASHTRA,AHMED NAGAR,Katrad ,413704,,,,,,
MAHARASHTRA,AHMED NAGAR,Khadamba ,413704,,,,,,
MAHARASHTRA,AHMED NAGAR,Rahuri Factory ,413706,,,,,,
MAHARASHTRA,AHMED NAGAR,Rahuri MPKV ,413722,,,,,,
MAHARASHTRA,AHMED NAGAR,Rahuri ,413705,,,,,,
MAHARASHTRA,AHMED NAGAR,Rahuri Town ,413705,,,,,,
MAHARASHTRA,AHMED NAGAR,Sade ,413704,,,,,,
MAHARASHTRA,AHMED NAGAR,Vambori ,413704,,,,,,
MAHARASHTRA,AHMED NAGAR,Ashvi BK ,413714,,,,,,
MAHARASHTRA,AHMED NAGAR,Ashvi KH ,413738,,,,,,
MAHARASHTRA,AHMED NAGAR,Bota ,422602,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhandharphal ,422603,,,,,,
MAHARASHTRA,AHMED NAGAR,Nanaj Dumala ,422611,,,,,,
MAHARASHTRA,AHMED NAGAR,Sakur ,422622,,,,,,
MAHARASHTRA,AHMED NAGAR,Sangamner ,422605,,,,,,
MAHARASHTRA,AHMED NAGAR,Sangamner S.K. ,422608,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghargaon ,422620,,,,,,
MAHARASHTRA,AHMED NAGAR,Akhatwade ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Balamtakali ,414504,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhatkudgaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhavinimgaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Bodhegaon ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Chapadgaon ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Dahigaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Deotakli ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Gaikwad Jalgaon ,414504,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghotan ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Golegaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Hasnapur ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Hatgaon ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Joharapur ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Kambi ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Khampimpri ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Kharadgaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Ladjalgaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Malegaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Mungi ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Rakshi ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Samangaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Samsud Erandgaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Shahar Takali ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Shekte ,414504,,,,,,
MAHARASHTRA,AHMED NAGAR,Shevgaon ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Shingori ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Sultanpur BK ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Tajnapur ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Thakur Pimpalgaon ,414503,,,,,,
MAHARASHTRA,AHMED NAGAR,Vadule BK ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Varur BK ,414502,,,,,,
MAHARASHTRA,AHMED NAGAR,Pedgaon ,413701,,,,,,
MAHARASHTRA,AHMED NAGAR,Adhalgaon ,413701,,,,,,
MAHARASHTRA,AHMED NAGAR,Ajnuj ,414701,,,,,,
MAHARASHTRA,AHMED NAGAR,Arangaon Dumala ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Babhurdi ,413703,,,,,,
MAHARASHTRA,AHMED NAGAR,Belwandi S.F. ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Belwandi ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhangaon ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Bhoyare Gangarda ,413703,,,,,,
MAHARASHTRA,AHMED NAGAR,Chamburdi ,413703,,,,,,
MAHARASHTRA,AHMED NAGAR,Chandgaon ,413701,,,,,,
MAHARASHTRA,AHMED NAGAR,Chikhali ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Chimbhale ,414701,,,,,,
MAHARASHTRA,AHMED NAGAR,Deodaithan ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Deulgaon ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhavalgaon ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Dhorje ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Erandoli ,413703,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghargaon ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Ghotvi ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Gundegaon ,414101,,,,,,
MAHARASHTRA,AHMED NAGAR,Hangewadi ,414701,,,,,,
MAHARASHTRA,AHMED NAGAR,Hiradgaon ,413701,,,,,,
MAHARASHTRA,AHMED NAGAR,Kashti ,414701,,,,,,
MAHARASHTRA,AHMED NAGAR,Kolgaon ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Kotul ,413728,,,,,,
MAHARASHTRA,AHMED NAGAR,Limpangaon ,413726,,,,,,
MAHARASHTRA,AHMED NAGAR,Loni Vyanknath ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Madhe Wadgaon ,413726,,,,,,
MAHARASHTRA,AHMED NAGAR,Mandavgan ,414101,,,,,,
MAHARASHTRA,AHMED NAGAR,Math Pimpari ,413726,,,,,,
MAHARASHTRA,AHMED NAGAR,Mhase ,413702,,,,,,
MAHARASHTRA,AHMED NAGAR,Nibavi ,413703,,,,,,
MAHARASHTRA,AHMED NAGAR,Nimgaon Khalu ,414701,,,,,,
